number,value,datetime_start,datetime_complete,duration,params_L1,params_L2,params_batchnorm,params_batchsize,params_dropout,params_lr,params_optimizer,system_attrs_cma:generation,system_attrs_cma:n_restarts,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,state
87,0.7799999713897705,2023-04-08 05:34:32.997898,2023-04-08 05:36:03.715999,0 days 00:01:30.718101,0.0,0.0,0,64,0.1,0.001,Adam,2.0,0.0,,,COMPLETE
77,0.7784000039100647,2023-04-08 05:29:16.791323,2023-04-08 05:30:58.605793,0 days 00:01:41.814470,0.0,0.0,0,32,0.1,0.001,Adam,2.0,0.0,,,COMPLETE
86,0.7675999999046326,2023-04-08 05:33:11.948971,2023-04-08 05:34:32.974469,0 days 00:01:21.025498,0.0,0.0,0,256,0.0,0.001,Adam,2.0,0.0,,,COMPLETE
4,0.7095999717712402,2023-04-08 04:48:25.405370,2023-04-08 04:50:25.779732,0 days 00:02:00.374362,0.0,0.01,0,32,0.2,0.01,SGD,0.0,0.0,,,COMPLETE
6,0.6935999989509583,2023-04-08 04:52:26.937204,2023-04-08 04:53:56.482080,0 days 00:01:29.544876,0.0,0.0,1,128,0.1,0.01,Adam,0.0,0.0,,,COMPLETE
96,0.6588000059127808,2023-04-08 05:38:26.628815,2023-04-08 05:40:13.958391,0 days 00:01:47.329576,0.001,0.001,1,32,0.1,0.01,SGD,3.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0258080000005f706f7073697a6571044b0658030000005f6d7571054b0358070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d624308b753c6a5983a0040710e86710f52711058030000005f636371116807680b4308cf08f6cc59fce33f711286711352711458030000005f633171156807680b4308f572bcb3fdd0c33f711686711752711858040000005f636d7571196807680b4308031b52bcb49fad3f711a86711b52711c58080000005f635f7369676d61711d6807680b43089886065d9f8edc3f711e86711f52712058080000005f645f7369676d6171216807680b4308a6a141d7a723f73f712286712352712458030000005f636d71254b0158060000005f6368695f6e7126473ff411804baabfb458080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0685712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b00747132628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b02857139680b894310335c53201e94ffbf9802a20759a3e4bf713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b02857140680b894310b3c971f6197bd8bf7108ec20860bd5bf71417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b02857147683189431000000000000000005c09e0bfe197b73f71487471496258060000005f7369676d61714a6807680b4308f0bf464977dec83f714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b024b028671546831894320000000000000e0bf000000000000f83f9a9999999999a9bf666666666666d63f71557471566258110000005f6e5f6d61785f726573616d706c696e6771574b1458020000005f6771584b0358050000005f746f6c7871596807680b4308acf930f0d6c3323d715a86715b52715c58070000005f746f6c787570715d4740c388000000000,058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b14580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b2885716568318942400100000000000000000000000000000000f03f000000000bb5e6bf00000040f5b9babf000000c01e85e3bf0000008004c5dfbf00000080c2f5e8bf000000204a7be3bf000000000000f03f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000f03f0000000000000000000000000000f03f000000000000000000000000000000000000000000000000000000000000000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0385716c680b894318c75394f706d612401686d5874172d0bffacd61eabb43e63f716d74716e6275622e,COMPLETE
72,0.6535999774932861,2023-04-08 05:26:35.210909,2023-04-08 05:28:00.021505,0 days 00:01:24.810596,0.001,0.0,0,64,0.1,0.01,SGD,2.0,0.0,,,COMPLETE
61,0.6399999856948853,2023-04-08 05:20:56.724202,2023-04-08 05:22:34.140930,0 days 00:01:37.416728,0.001,0.01,0,32,0.1,0.01,SGD,2.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0258080000005f706f7073697a6571044b0658030000005f6d7571054b0358070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d624308b753c6a5983a0040710e86710f52711058030000005f636371116807680b4308cf08f6cc59fce33f711286711352711458030000005f633171156807680b4308f572bcb3fdd0c33f711686711752711858040000005f636d7571196807680b4308031b52bcb49fad3f711a86711b52711c58080000005f635f7369676d61711d6807680b43089886065d9f8edc3f711e86711f52712058080000005f645f7369676d6171216807680b4308a6a141d7a723f73f712286712352712458030000005f636d71254b0158060000005f6368695f6e7126473ff411804baabfb458080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0685712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b00747132628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b02857139680b8943105a5f9180d5500cc048e0dc73f12ee2bf713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b02857140680b89431089b489421c4df0bf59870f04fa14ba3f71417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b0285714768318943100000000000000000b5321e8f2372c13f71487471496258060000005f7369676d61714a6807680b4308708fdb97d750c43f714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b024b028671546831894320000000000000e0bf000000000000f83f9a9999999999a9bf666666666666d63f71557471566258110000005f6e5f6d61785f726573616d706c696e6771574b1458020000005f6771584b0258050000005f746f6c7871596807680b4308acf930f0d6c3323d715a86715b52715c58070000005f746f6c787570715d4740c388000000000,058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b14580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b2885716568318942400100000000000000000000000000000000f03f000000000bb5e6bf00000040f5b9babf000000c01e85e3bf0000008004c5dfbf000000000000f03f0000000000000040000000000000f03f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000f03f0000000000000000000000000000f03f000000000000000000000000000000000000000000000000000000000000000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0385716c680b8943183dda2151667c144016f8d38cd755d3bf5615111d3836f03f716d74716e6275622e,COMPLETE
45,0.6100000143051147,2023-04-08 05:13:24.547507,2023-04-08 05:15:03.065861,0 days 00:01:38.518354,0.001,0.01,0,32,0.1,0.001,SGD,1.0,0.0,,,COMPLETE
66,0.6087999939918518,2023-04-08 05:23:38.740923,2023-04-08 05:24:58.869740,0 days 00:01:20.128817,0.0,0.01,0,128,0.1,0.01,SGD,2.0,0.0,,,COMPLETE
5,0.6067999601364136,2023-04-08 04:50:25.783176,2023-04-08 04:52:26.934291,0 days 00:02:01.151115,0.001,0.0,1,32,0.1,0.001,SGD,0.0,0.0,,,COMPLETE
9,0.5859999656677246,2023-04-08 04:57:08.230131,2023-04-08 04:58:34.360227,0 days 00:01:26.130096,0.0,0.01,0,128,0.2,0.01,SGD,1.0,0.0,,,COMPLETE
22,0.5708000063896179,2023-04-08 05:02:34.593612,2023-04-08 05:04:26.880082,0 days 00:01:52.286470,0.0,0.001,0,32,0.2,0.001,Adam,1.0,0.0,,,COMPLETE
7,0.5676000118255615,2023-04-08 04:53:56.484938,2023-04-08 04:55:43.553596,0 days 00:01:47.068658,0.01,0.001,1,32,0.1,0.001,SGD,1.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0258080000005f706f7073697a6571044b0658030000005f6d7571054b0358070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d624308b753c6a5983a0040710e86710f52711058030000005f636371116807680b4308cf08f6cc59fce33f711286711352711458030000005f633171156807680b4308f572bcb3fdd0c33f711686711752711858040000005f636d7571196807680b4308031b52bcb49fad3f711a86711b52711c58080000005f635f7369676d61711d6807680b43089886065d9f8edc3f711e86711f52712058080000005f645f7369676d6171216807680b4308a6a141d7a723f73f712286712352712458030000005f636d71254b0158060000005f6368695f6e7126473ff411804baabfb458080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0685712e680b8943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf712f7471306258080000005f705f7369676d617131682868294b00857132682b877133527134284b014b02857135680b894310e77e862cc18003c0f2973d476834cf3f71367471376258030000005f70637138682868294b00857139682b87713a52713b284b014b0285713c680b89431024b46e9f8bb505c02c90584c095ed13f713d74713e6258050000005f6d65616e713f682868294b00857140682b877141527142284b014b02857143680b89431086fd96cbb13ad73fb23348d742f4c43f71447471456258050000005f635f31647146682868294b00857147682b877148527149284b014b0385714a680b894318da3ff7f01d3a14406e040b0b7cbeddbf4c1dc4724a9bee3f714b74714c6258060000005f7369676d61714d6807680b43080c92439f2ae7b63f714e86714f52715058020000005f4471514e58020000005f4271524e58070000005f626f756e64737153682868294b00857154682b877155527156284b014b024b02867157680b894320000000000000e0bf000000000000f83f9a9999999999a9bf666666666666d63f71587471596258110000005f6e5f6d61785f726573616d706c696e67715a4b1458020000005f67715b4b0158050000005f746f6c78715c6807680b4308acf930f0d6c3323,d715d86715e52715f58070000005f746f6c78757071604740c388000000000058070000005f746f6c66756e7161473d719799812dea1158100000005f746f6c636f6e646974696f6e636f7671624742d6bcc41e900000580d0000005f66756e686973745f7465726d71634b14580f0000005f66756e686973745f76616c7565737164682868294b00857165682b877166527167284b014b28857168680b8942400100000000000000000000000000000000f03f000000000bb5e6bf00000040f5b9babf000000000000f03f000000000000f03f000000000000f03f0000000000000040000000000000f03f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000000000000000000000000000000000000000716974716a6275622e,COMPLETE
47,0.5503999590873718,2023-04-08 05:15:18.519278,2023-04-08 05:16:20.707364,0 days 00:01:02.188086,0.0,0.01,0,128,0.2,0.01,SGD,2.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0258080000005f706f7073697a6571044b0658030000005f6d7571054b0358070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d624308b753c6a5983a0040710e86710f52711058030000005f636371116807680b4308cf08f6cc59fce33f711286711352711458030000005f633171156807680b4308f572bcb3fdd0c33f711686711752711858040000005f636d7571196807680b4308031b52bcb49fad3f711a86711b52711c58080000005f635f7369676d61711d6807680b43089886065d9f8edc3f711e86711f52712058080000005f645f7369676d6171216807680b4308a6a141d7a723f73f712286712352712458030000005f636d71254b0158060000005f6368695f6e7126473ff411804baabfb458080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0685712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b00747132628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b02857139680b8943105a5f9180d5500cc048e0dc73f12ee2bf713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b02857140680b89431089b489421c4df0bf59870f04fa14ba3f71417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b0285714768318943100000000000000000b5321e8f2372c13f71487471496258060000005f7369676d61714a6807680b4308708fdb97d750c43f714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b024b028671546831894320000000000000e0bf000000000000f83f9a9999999999a9bf666666666666d63f71557471566258110000005f6e5f6d61785f726573616d706c696e6771574b1458020000005f6771584b0258050000005f746f6c7871596807680b4308acf930f0d6c3323d715a86715b52715c58070000005f746f6c787570715d4740c388000000000,058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b14580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b2885716568318942400100000000000000000000000000000000f03f000000000bb5e6bf00000040f5b9babf000000c01e85e3bf0000008004c5dfbf000000000000f03f0000000000000040000000000000f03f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000f03f0000000000000000000000000000f03f000000000000000000000000000000000000000000000000000000000000000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0385716c680b8943183dda2151667c144016f8d38cd755d3bf5615111d3836f03f716d74716e6275622e,PRUNED
41,0.5087999701499939,2023-04-08 05:11:41.168620,2023-04-08 05:12:33.097456,0 days 00:00:51.928836,0.001,0.0,0,64,0.2,0.01,SGD,1.0,0.0,,,PRUNED
38,0.5067999958992004,2023-04-08 05:09:51.603729,2023-04-08 05:11:10.678642,0 days 00:01:19.074913,0.001,0.01,1,128,0.1,0.01,SGD,1.0,0.0,,,COMPLETE
8,0.49639999866485596,2023-04-08 04:55:43.556578,2023-04-08 04:57:08.226051,0 days 00:01:24.669473,0.001,0.0,0,256,0.2,0.01,SGD,1.0,0.0,,,COMPLETE
55,0.4731999933719635,2023-04-08 05:18:44.710327,2023-04-08 05:19:34.299269,0 days 00:00:49.588942,0.001,0.0,0,64,0.3,0.01,SGD,2.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0258080000005f706f7073697a6571044b0658030000005f6d7571054b0358070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d624308b753c6a5983a0040710e86710f52711058030000005f636371116807680b4308cf08f6cc59fce33f711286711352711458030000005f633171156807680b4308f572bcb3fdd0c33f711686711752711858040000005f636d7571196807680b4308031b52bcb49fad3f711a86711b52711c58080000005f635f7369676d61711d6807680b43089886065d9f8edc3f711e86711f52712058080000005f645f7369676d6171216807680b4308a6a141d7a723f73f712286712352712458030000005f636d71254b0158060000005f6368695f6e7126473ff411804baabfb458080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0685712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b00747132628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b02857139680b8943105a5f9180d5500cc048e0dc73f12ee2bf713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b02857140680b89431089b489421c4df0bf59870f04fa14ba3f71417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b0285714768318943100000000000000000b5321e8f2372c13f71487471496258060000005f7369676d61714a6807680b4308708fdb97d750c43f714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b024b028671546831894320000000000000e0bf000000000000f83f9a9999999999a9bf666666666666d63f71557471566258110000005f6e5f6d61785f726573616d706c696e6771574b1458020000005f6771584b0258050000005f746f6c7871596807680b4308acf930f0d6c3323d715a86715b52715c58070000005f746f6c787570715d4740c388000000000,058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b14580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b2885716568318942400100000000000000000000000000000000f03f000000000bb5e6bf00000040f5b9babf000000c01e85e3bf0000008004c5dfbf000000000000f03f0000000000000040000000000000f03f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000f03f0000000000000000000000000000f03f000000000000000000000000000000000000000000000000000000000000000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0385716c680b8943183dda2151667c144016f8d38cd755d3bf5615111d3836f03f716d74716e6275622e,PRUNED
34,0.4456000030040741,2023-04-08 05:08:00.050438,2023-04-08 05:08:44.852969,0 days 00:00:44.802531,0.0,0.001,0,256,0.2,0.001,Adam,1.0,0.0,,,PRUNED
31,0.44279998540878296,2023-04-08 05:06:53.988849,2023-04-08 05:07:26.962212,0 days 00:00:32.973363,0.0,0.001,0,64,0.3,0.01,SGD,1.0,0.0,,,PRUNED
15,0.4327999949455261,2023-04-08 05:00:08.939836,2023-04-08 05:00:42.911462,0 days 00:00:33.971626,0.0,0.0,1,256,0.2,0.01,Adam,1.0,0.0,,,PRUNED
70,0.3871999979019165,2023-04-08 05:25:49.717991,2023-04-08 05:26:19.908782,0 days 00:00:30.190791,0.0,0.0,0,256,0.1,0.01,Adam,2.0,0.0,,,PRUNED
3,0.37039998173713684,2023-04-08 04:46:48.970340,2023-04-08 04:48:25.386682,0 days 00:01:36.416342,0.0,0.0,1,128,0.2,0.001,SGD,0.0,0.0,,,COMPLETE
92,0.36719998717308044,2023-04-08 05:37:15.495554,2023-04-08 05:37:36.282696,0 days 00:00:20.787142,0.0,0.01,0,32,0.2,0.001,Adam,3.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0258080000005f706f7073697a6571044b0658030000005f6d7571054b0358070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d624308b753c6a5983a0040710e86710f52711058030000005f636371116807680b4308cf08f6cc59fce33f711286711352711458030000005f633171156807680b4308f572bcb3fdd0c33f711686711752711858040000005f636d7571196807680b4308031b52bcb49fad3f711a86711b52711c58080000005f635f7369676d61711d6807680b43089886065d9f8edc3f711e86711f52712058080000005f645f7369676d6171216807680b4308a6a141d7a723f73f712286712352712458030000005f636d71254b0158060000005f6368695f6e7126473ff411804baabfb458080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0685712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b00747132628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b02857139680b894310335c53201e94ffbf9802a20759a3e4bf713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b02857140680b894310b3c971f6197bd8bf7108ec20860bd5bf71417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b02857147683189431000000000000000005c09e0bfe197b73f71487471496258060000005f7369676d61714a6807680b4308f0bf464977dec83f714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b024b028671546831894320000000000000e0bf000000000000f83f9a9999999999a9bf666666666666d63f71557471566258110000005f6e5f6d61785f726573616d706c696e6771574b1458020000005f6771584b0358050000005f746f6c7871596807680b4308acf930f0d6c3323d715a86715b52715c58070000005f746f6c787570715d4740c388000000000,058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b14580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b2885716568318942400100000000000000000000000000000000f03f000000000bb5e6bf00000040f5b9babf000000c01e85e3bf0000008004c5dfbf00000080c2f5e8bf000000204a7be3bf000000000000f03f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000f03f0000000000000000000000000000f03f000000000000000000000000000000000000000000000000000000000000000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0385716c680b894318c75394f706d612401686d5874172d0bffacd61eabb43e63f716d74716e6275622e,PRUNED
71,0.3635999858379364,2023-04-08 05:26:19.910470,2023-04-08 05:26:35.207901,0 days 00:00:15.297431,0.0,0.0,0,128,0.0,0.01,Adam,2.0,0.0,,,PRUNED
35,0.35760000348091125,2023-04-08 05:08:44.854907,2023-04-08 05:09:16.362963,0 days 00:00:31.508056,0.0,0.0,0,256,0.1,0.01,Adam,1.0,0.0,,,PRUNED
