number,value,datetime_start,datetime_complete,duration,params_L1,params_L2,params_batchnorm,params_batchsize,params_dropout,params_lr,params_optimizer,system_attrs_cma:generation,system_attrs_cma:n_restarts,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,state
60,0.3540000021457672,2023-04-08 05:20:37.688953,2023-04-08 05:20:56.722565,0 days 00:00:19.033612,0.0,0.01,0,64,0.0,0.001,SGD,2.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0258080000005f706f7073697a6571044b0658030000005f6d7571054b0358070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d624308b753c6a5983a0040710e86710f52711058030000005f636371116807680b4308cf08f6cc59fce33f711286711352711458030000005f633171156807680b4308f572bcb3fdd0c33f711686711752711858040000005f636d7571196807680b4308031b52bcb49fad3f711a86711b52711c58080000005f635f7369676d61711d6807680b43089886065d9f8edc3f711e86711f52712058080000005f645f7369676d6171216807680b4308a6a141d7a723f73f712286712352712458030000005f636d71254b0158060000005f6368695f6e7126473ff411804baabfb458080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0685712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b00747132628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b02857139680b8943105a5f9180d5500cc048e0dc73f12ee2bf713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b02857140680b89431089b489421c4df0bf59870f04fa14ba3f71417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b0285714768318943100000000000000000b5321e8f2372c13f71487471496258060000005f7369676d61714a6807680b4308708fdb97d750c43f714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b024b028671546831894320000000000000e0bf000000000000f83f9a9999999999a9bf666666666666d63f71557471566258110000005f6e5f6d61785f726573616d706c696e6771574b1458020000005f6771584b0258050000005f746f6c7871596807680b4308acf930f0d6c3323d715a86715b52715c58070000005f746f6c787570715d4740c388000000000,058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b14580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b2885716568318942400100000000000000000000000000000000f03f000000000bb5e6bf00000040f5b9babf000000c01e85e3bf0000008004c5dfbf000000000000f03f0000000000000040000000000000f03f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000f03f0000000000000000000000000000f03f000000000000000000000000000000000000000000000000000000000000000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0385716c680b8943183dda2151667c144016f8d38cd755d3bf5615111d3836f03f716d74716e6275622e,PRUNED
48,0.3499999940395355,2023-04-08 05:16:20.709745,2023-04-08 05:16:43.149741,0 days 00:00:22.439996,0.01,0.001,0,32,0.2,0.001,SGD,2.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0258080000005f706f7073697a6571044b0658030000005f6d7571054b0358070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d624308b753c6a5983a0040710e86710f52711058030000005f636371116807680b4308cf08f6cc59fce33f711286711352711458030000005f633171156807680b4308f572bcb3fdd0c33f711686711752711858040000005f636d7571196807680b4308031b52bcb49fad3f711a86711b52711c58080000005f635f7369676d61711d6807680b43089886065d9f8edc3f711e86711f52712058080000005f645f7369676d6171216807680b4308a6a141d7a723f73f712286712352712458030000005f636d71254b0158060000005f6368695f6e7126473ff411804baabfb458080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0685712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b00747132628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b02857139680b8943105a5f9180d5500cc048e0dc73f12ee2bf713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b02857140680b89431089b489421c4df0bf59870f04fa14ba3f71417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b0285714768318943100000000000000000b5321e8f2372c13f71487471496258060000005f7369676d61714a6807680b4308708fdb97d750c43f714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b024b028671546831894320000000000000e0bf000000000000f83f9a9999999999a9bf666666666666d63f71557471566258110000005f6e5f6d61785f726573616d706c696e6771574b1458020000005f6771584b0258050000005f746f6c7871596807680b4308acf930f0d6c3323d715a86715b52715c58070000005f746f6c787570715d4740c388000000000,058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b14580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b2885716568318942400100000000000000000000000000000000f03f000000000bb5e6bf00000040f5b9babf000000c01e85e3bf0000008004c5dfbf000000000000f03f0000000000000040000000000000f03f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000f03f0000000000000000000000000000f03f000000000000000000000000000000000000000000000000000000000000000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0385716c680b8943183dda2151667c144016f8d38cd755d3bf5615111d3836f03f716d74716e6275622e,PRUNED
51,0.33399999141693115,2023-04-08 05:17:15.402780,2023-04-08 05:17:37.176318,0 days 00:00:21.773538,0.0,0.01,0,32,0.2,0.001,SGD,2.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0258080000005f706f7073697a6571044b0658030000005f6d7571054b0358070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d624308b753c6a5983a0040710e86710f52711058030000005f636371116807680b4308cf08f6cc59fce33f711286711352711458030000005f633171156807680b4308f572bcb3fdd0c33f711686711752711858040000005f636d7571196807680b4308031b52bcb49fad3f711a86711b52711c58080000005f635f7369676d61711d6807680b43089886065d9f8edc3f711e86711f52712058080000005f645f7369676d6171216807680b4308a6a141d7a723f73f712286712352712458030000005f636d71254b0158060000005f6368695f6e7126473ff411804baabfb458080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0685712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b00747132628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b02857139680b8943105a5f9180d5500cc048e0dc73f12ee2bf713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b02857140680b89431089b489421c4df0bf59870f04fa14ba3f71417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b0285714768318943100000000000000000b5321e8f2372c13f71487471496258060000005f7369676d61714a6807680b4308708fdb97d750c43f714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b024b028671546831894320000000000000e0bf000000000000f83f9a9999999999a9bf666666666666d63f71557471566258110000005f6e5f6d61785f726573616d706c696e6771574b1458020000005f6771584b0258050000005f746f6c7871596807680b4308acf930f0d6c3323d715a86715b52715c58070000005f746f6c787570715d4740c388000000000,058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b14580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b2885716568318942400100000000000000000000000000000000f03f000000000bb5e6bf00000040f5b9babf000000c01e85e3bf0000008004c5dfbf000000000000f03f0000000000000040000000000000f03f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000f03f0000000000000000000000000000f03f000000000000000000000000000000000000000000000000000000000000000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0385716c680b8943183dda2151667c144016f8d38cd755d3bf5615111d3836f03f716d74716e6275622e,PRUNED
46,0.33319997787475586,2023-04-08 05:15:03.068879,2023-04-08 05:15:18.511765,0 days 00:00:15.442886,0.01,0.0,0,256,0.1,0.01,SGD,2.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0258080000005f706f7073697a6571044b0658030000005f6d7571054b0358070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d624308b753c6a5983a0040710e86710f52711058030000005f636371116807680b4308cf08f6cc59fce33f711286711352711458030000005f633171156807680b4308f572bcb3fdd0c33f711686711752711858040000005f636d7571196807680b4308031b52bcb49fad3f711a86711b52711c58080000005f635f7369676d61711d6807680b43089886065d9f8edc3f711e86711f52712058080000005f645f7369676d6171216807680b4308a6a141d7a723f73f712286712352712458030000005f636d71254b0158060000005f6368695f6e7126473ff411804baabfb458080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0685712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b00747132628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b02857139680b8943105a5f9180d5500cc048e0dc73f12ee2bf713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b02857140680b89431089b489421c4df0bf59870f04fa14ba3f71417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b0285714768318943100000000000000000b5321e8f2372c13f71487471496258060000005f7369676d61714a6807680b4308708fdb97d750c43f714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b024b028671546831894320000000000000e0bf000000000000f83f9a9999999999a9bf666666666666d63f71557471566258110000005f6e5f6d61785f726573616d706c696e6771574b1458020000005f6771584b0258050000005f746f6c7871596807680b4308acf930f0d6c3323d715a86715b52715c58070000005f746f6c787570715d4740c388000000000,058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b14580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b2885716568318942400100000000000000000000000000000000f03f000000000bb5e6bf00000040f5b9babf000000c01e85e3bf0000008004c5dfbf000000000000f03f0000000000000040000000000000f03f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000f03f0000000000000000000000000000f03f000000000000000000000000000000000000000000000000000000000000000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0385716c680b8943183dda2151667c144016f8d38cd755d3bf5615111d3836f03f716d74716e6275622e,PRUNED
28,0.32600000500679016,2023-04-08 05:05:58.256447,2023-04-08 05:06:14.592154,0 days 00:00:16.335707,0.0,0.01,1,256,0.0,0.01,SGD,1.0,0.0,,,PRUNED
42,0.3179999887943268,2023-04-08 05:12:33.100485,2023-04-08 05:12:52.255929,0 days 00:00:19.155444,0.0,0.0,1,32,0.2,0.001,SGD,1.0,0.0,,,PRUNED
33,0.3163999915122986,2023-04-08 05:07:44.127556,2023-04-08 05:08:00.048495,0 days 00:00:15.920939,0.0,0.01,0,256,0.2,0.001,Adam,1.0,0.0,,,PRUNED
95,0.31039997935295105,2023-04-08 05:38:09.379354,2023-04-08 05:38:26.626983,0 days 00:00:17.247629,0.01,0.001,0,64,0.1,0.01,SGD,3.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0258080000005f706f7073697a6571044b0658030000005f6d7571054b0358070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d624308b753c6a5983a0040710e86710f52711058030000005f636371116807680b4308cf08f6cc59fce33f711286711352711458030000005f633171156807680b4308f572bcb3fdd0c33f711686711752711858040000005f636d7571196807680b4308031b52bcb49fad3f711a86711b52711c58080000005f635f7369676d61711d6807680b43089886065d9f8edc3f711e86711f52712058080000005f645f7369676d6171216807680b4308a6a141d7a723f73f712286712352712458030000005f636d71254b0158060000005f6368695f6e7126473ff411804baabfb458080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0685712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b00747132628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b02857139680b894310335c53201e94ffbf9802a20759a3e4bf713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b02857140680b894310b3c971f6197bd8bf7108ec20860bd5bf71417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b02857147683189431000000000000000005c09e0bfe197b73f71487471496258060000005f7369676d61714a6807680b4308f0bf464977dec83f714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b024b028671546831894320000000000000e0bf000000000000f83f9a9999999999a9bf666666666666d63f71557471566258110000005f6e5f6d61785f726573616d706c696e6771574b1458020000005f6771584b0358050000005f746f6c7871596807680b4308acf930f0d6c3323d715a86715b52715c58070000005f746f6c787570715d4740c388000000000,058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b14580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b2885716568318942400100000000000000000000000000000000f03f000000000bb5e6bf00000040f5b9babf000000c01e85e3bf0000008004c5dfbf00000080c2f5e8bf000000204a7be3bf000000000000f03f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000f03f0000000000000000000000000000f03f000000000000000000000000000000000000000000000000000000000000000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0385716c680b894318c75394f706d612401686d5874172d0bffacd61eabb43e63f716d74716e6275622e,PRUNED
2,0.3084000051021576,2023-04-08 04:44:41.834880,2023-04-08 04:46:48.967295,0 days 00:02:07.132415,0.001,0.0,0,32,0.1,0.001,Adam,0.0,0.0,,,COMPLETE
98,0.30640000104904175,2023-04-08 05:40:29.732465,2023-04-08 05:40:46.820902,0 days 00:00:17.088437,0.01,0.0,0,64,0.1,0.001,SGD,3.0,0.0,,,PRUNED
85,0.3051999807357788,2023-04-08 05:32:53.512007,2023-04-08 05:33:11.946341,0 days 00:00:18.434334,0.001,0.0,0,32,0.3,0.001,SGD,2.0,0.0,,,PRUNED
83,0.30320000648498535,2023-04-08 05:32:23.083542,2023-04-08 05:32:38.089154,0 days 00:00:15.005612,0.01,0.001,0,256,0.1,0.01,SGD,2.0,0.0,,,PRUNED
18,0.2979999780654907,2023-04-08 05:01:22.515372,2023-04-08 05:01:39.654842,0 days 00:00:17.139470,0.0,0.001,0,256,0.2,0.01,SGD,1.0,0.0,,,PRUNED
84,0.2963999807834625,2023-04-08 05:32:38.091494,2023-04-08 05:32:53.510347,0 days 00:00:15.418853,0.0,0.0,0,256,0.2,0.01,Adam,2.0,0.0,,,PRUNED
91,0.2963999807834625,2023-04-08 05:36:58.419556,2023-04-08 05:37:15.493735,0 days 00:00:17.074179,0.0,0.01,0,64,0.1,0.001,SGD,3.0,0.0,800363636d6165732e5f636d610a434d410a7100298171017d71022858060000005f6e5f64696d71034b0258080000005f706f7073697a6571044b0658030000005f6d7571054b0358070000005f6d755f6566667106636e756d70792e636f72652e6d756c746961727261790a7363616c61720a7107636e756d70790a64747970650a7108580200000066387109898887710a52710b284b0358010000003c710c4e4e4e4affffffff4affffffff4b0074710d624308b753c6a5983a0040710e86710f52711058030000005f636371116807680b4308cf08f6cc59fce33f711286711352711458030000005f633171156807680b4308f572bcb3fdd0c33f711686711752711858040000005f636d7571196807680b4308031b52bcb49fad3f711a86711b52711c58080000005f635f7369676d61711d6807680b43089886065d9f8edc3f711e86711f52712058080000005f645f7369676d6171216807680b4308a6a141d7a723f73f712286712352712458030000005f636d71254b0158060000005f6368695f6e7126473ff411804baabfb458080000005f776569676874737127636e756d70792e636f72652e6d756c746961727261790a5f7265636f6e7374727563740a7128636e756d70790a6e6461727261790a71294b0085712a430162712b87712c52712d284b014b0685712e680858020000006638712f8988877130527131284b03680c4e4e4e4affffffff4affffffff4b00747132628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf71337471346258080000005f705f7369676d617135682868294b00857136682b877137527138284b014b02857139680b894310335c53201e94ffbf9802a20759a3e4bf713a74713b6258030000005f7063713c682868294b0085713d682b87713e52713f284b014b02857140680b894310b3c971f6197bd8bf7108ec20860bd5bf71417471426258050000005f6d65616e7143682868294b00857144682b877145527146284b014b02857147683189431000000000000000005c09e0bfe197b73f71487471496258060000005f7369676d61714a6807680b4308f0bf464977dec83f714b86714c52714d58020000005f44714e4e58020000005f42714f4e58070000005f626f756e64737150682868294b00857151682b877152527153284b014b024b028671546831894320000000000000e0bf000000000000f83f9a9999999999a9bf666666666666d63f71557471566258110000005f6e5f6d61785f726573616d706c696e6771574b1458020000005f6771584b0358050000005f746f6c7871596807680b4308acf930f0d6c3323d715a86715b52715c58070000005f746f6c787570715d4740c388000000000,058070000005f746f6c66756e715e473d719799812dea1158100000005f746f6c636f6e646974696f6e636f76715f4742d6bcc41e900000580d0000005f66756e686973745f7465726d71604b14580f0000005f66756e686973745f76616c7565737161682868294b00857162682b877163527164284b014b2885716568318942400100000000000000000000000000000000f03f000000000bb5e6bf00000040f5b9babf000000c01e85e3bf0000008004c5dfbf00000080c2f5e8bf000000204a7be3bf000000000000f03f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000f03f0000000000000000000000000000f03f000000000000000000000000000000000000000000000000000000000000000071667471676258050000005f635f31647168682868294b00857169682b87716a52716b284b014b0385716c680b894318c75394f706d612401686d5874172d0bffacd61eabb43e63f716d74716e6275622e,PRUNED
13,0.29600000381469727,2023-04-08 04:59:32.605875,2023-04-08 04:59:50.226076,0 days 00:00:17.620201,0.001,0.0,0,256,0.2,0.01,SGD,1.0,0.0,,,PRUNED
30,0.29440000653266907,2023-04-08 05:06:34.780950,2023-04-08 05:06:53.979507,0 days 00:00:19.198557,0.001,0.01,0,64,0.1,0.001,SGD,1.0,0.0,,,PRUNED
27,0.28839999437332153,2023-04-08 05:05:37.781582,2023-04-08 05:05:58.254729,0 days 00:00:20.473147,0.001,0.001,0,64,0.2,0.001,SGD,1.0,0.0,,,PRUNED
82,0.2784000039100647,2023-04-08 05:32:07.154208,2023-04-08 05:32:23.064360,0 days 00:00:15.910152,0.001,0.0,0,256,0.2,0.01,SGD,2.0,0.0,,,PRUNED
64,0.2671999931335449,2023-04-08 05:23:06.632844,2023-04-08 05:23:21.634852,0 days 00:00:15.002008,0.01,0.0,0,256,0.2,0.01,SGD,2.0,0.0,,,PRUNED
17,0.22679999470710754,2023-04-08 05:01:04.842218,2023-04-08 05:01:22.513297,0 days 00:00:17.671079,0.01,0.0,1,256,0.2,0.01,SGD,1.0,0.0,,,PRUNED
74,0.2255999892950058,2023-04-08 05:28:19.127739,2023-04-08 05:28:33.820896,0 days 00:00:14.693157,0.01,0.001,1,128,0.1,0.001,SGD,2.0,0.0,,,PRUNED
